"","mRNA","logFC","FDR","Delta","Primary Tumor","Solid Tissue Normal","start","end"
"ENSG00000224099","ENSG00000224099",-2.70158823872961,1.47883870974068e-16,-14.0255197137945,5.19158305204566,0.745344529780426,195448532,195481827
"ENSG00000128610","ENSG00000128610",-3.68229977523254,2.73922832111045e-17,-14.0891375766886,3.82617886557018,0.2,122301303,122310691
"ENSG00000174015","ENSG00000174015",-3.6950385601497,1.75512505860088e-17,-14.2672306145374,3.86118585294532,0.2,45702320,45714559
"ENSG00000228705","ENSG00000228705",-2.54616520159138,7.22253119155211e-17,-14.5496325322251,5.71433170288064,0.940689059560852,62774121,62776996
"ENSG00000196260","ENSG00000196260",-2.95769830722793,1.29042655033391e-17,-14.7632114095331,4.99145277037053,0.575488750216347,30931353,30955636
"ENSG00000233532","ENSG00000233532",-3.76252127041471,1.99356229664498e-18,-15.2452311047533,4.05186575943874,0.2,106374477,106384315
"ENSG00000178776","ENSG00000178776",-4.41778300130137,1.63727022111335e-18,-15.273254690821,3.45722157161679,0.05,147880726,147906538
"ENSG00000228742","ENSG00000228742",-3.17627375190365,5.96855593446518e-19,-15.9303900076504,5.01543357152472,0.479248125036058,106774955,106838480
"ENSG00000231172","ENSG00000231172",-4.19935853767897,3.12265066322451e-19,-16.0086529747463,3.8121662704215,0.1,75524068,75542706
"ENSG00000159263","ENSG00000159263",-2.33269148672573,3.06901256993649e-18,-16.3212549676538,6.99674820289372,1.38398500028846,36699115,36749917
"ENSG00000230316","ENSG00000230316",-3.40677636559484,2.03664306392135e-19,-16.3308456824736,4.79363595667724,0.366992500144231,122303658,122310119
"ENSG00000186007","ENSG00000186007",-2.91853546241402,1.14404050294067e-19,-16.9876458375951,5.82060627885741,0.712337029924657,205381378,205455954
"ENSG00000169035","ENSG00000169035",-3.01282509283189,2.86291606212056e-20,-17.5229790054631,5.81612887092378,0.658496250072116,50976468,50984099
"ENSG00000214039","ENSG00000214039",-2.46044731545682,4.72709979693352e-20,-18.0063077488144,7.3183065679548,1.31831611071229,130032928,130045057
"ENSG00000251026","ENSG00000251026",-5.16028012574729,1.7507074417807e-24,-21.6525019064439,4.19599350787342,0,104079847,104406121
"ENSG00000167755","ENSG00000167755",-4.00925362256274,5.81024434670255e-31,-27.1561295889135,6.77336286137846,0.329248125036058,50958631,50969673
